junction_id}Cluster}gene_id}chrom}chromStart}chromEnd}name}score}strand}thickStart}thickEnd}itemRgb}blockCount}blockSizes}blockStarts}block_add_start}block_subtract_end}intron_length}file_name
1_169798958_169800882}1}ENSG00000000460}1}169798958}169800882}JUNC000194160}31}+}169798855}169800971}255,0,0}2}103,89}0,2027}103}89}1924}A375
1_169798958_169802620}1}ENSG00000000460}1}169798958}169802620}JUNC000194150}2}+}169798918}169802642}255,0,0}2}40,22}0,3702}40}22}3662}A375
1_169800971_169802620}1}ENSG00000000460}1}169800971}169802620}JUNC000194170}35}+}169800870}169802725}255,0,0}2}101,105}0,1750}101}105}1649}A375
1_23030634_23050386}5}ENSG00000004487}1}23030634}23050386}JUNC000039850}116}+}23030479}23050530}255,0,0}2}155,144}0,19907}155}144}19752}A375
1_23030634_23044426}5}ENSG00000004487}1}23030634}23044426}JUNC000039840}71}+}23030486}23044492}255,0,0}2}148,66}0,13940}148}66}13792}A375
1_23044486_23050386}5}ENSG00000004487}1}23044486}23050386}JUNC000039860}62}+}23044425}23050520}255,0,0}2}61,134}0,5961}61}134}5900}A375
1_23050520_23053760}6}ENSG00000004487}1}23050520}23053760}JUNC000039870}205}+}23050386}23053875}255,0,0}2}134,115}0,3374}134}115}3240}A375
1_23050520_23055068}6}ENSG00000004487}1}23050520}23055068}JUNC000039890}3}+}23050426}23055161}255,0,0}2}94,93}0,4642}94}93}4548}A375
1_23053839_23055068}6}ENSG00000004487}1}23053839}23055068}JUNC000039900}245}+}23053760}23055161}255,0,0}2}79,93}0,1308}79}93}1229}A375
1_23059167_23068538}7}ENSG00000004487}1}23059167}23068538}JUNC000039960}276}+}23059067}23068683}255,0,0}2}100,145}0,9471}100}145}9371}A375
1_23059167_23071224}7}ENSG00000004487}1}23059167}23071224}JUNC000039950}3}+}23059072}23071238}255,0,0}2}95,14}0,12152}95}14}12057}A375
1_23068681_23069060}7}ENSG00000004487}1}23068681}23069060}JUNC000039980}301}+}23068538}23069151}255,0,0}2}143,91}0,522}143}91}379}A375
1_23069151_23071224}7}ENSG00000004487}1}23069151}23071224}JUNC000039990}261}+}23069053}23071360}255,0,0}2}98,136}0,2171}98}136}2073}A375
1_23072197_23073273}8}ENSG00000004487}1}23072197}23073273}JUNC000040020}3}+}23072123}23073398}255,0,0}2}74,125}0,1150}74}125}1076}A375
1_23072197_23073291}8}ENSG00000004487}1}23072197}23073291}JUNC000040010}170}+}23072123}23073404}255,0,0}2}74,113}0,1168}74}113}1094}A375
1_23082366_23083178}9}ENSG00000004487}1}23082366}23083178}JUNC000040120}186}+}23082218}23083335}255,0,0}2}148,157}0,960}148}157}812}A375
1_23082366_23082449}9}ENSG00000004487}1}23082366}23082449}JUNC000040130}30}+}23082225}23082606}255,0,0}2}141,157}0,224}141}157}83}A375
1_27744811_27749067}10}ENSG00000009780}1}27744811}27749067}JUNC000049610}7}+}27744656}27749154}255,0,0}2}155,87}0,4411}155}87}4256}A375
1_27744811_27755194}10}ENSG00000009780}1}27744811}27755194}JUNC000049630}2}+}27744758}27755330}255,0,0}2}53,136}0,10436}53}136}10383}A375
1_27749154_27755194}10}ENSG00000009780}1}27749154}27755194}JUNC000049620}5}+}27749067}27755304}255,0,0}2}87,110}0,6127}87}110}6040}A375
1_231339868_231347796}11}ENSG00000010072}1}231339868}231347796}JUNC000254040}26}+}231339768}231347926}255,0,0}2}100,130}0,8028}100}130}7928}A375
1_231339868_231351303}11}ENSG00000010072}1}231339868}231351303}JUNC000254050}3}+}231339801}231351460}255,0,0}2}67,157}0,11502}67}157}11435}A375
1_231347925_231351303}11}ENSG00000010072}1}231347925}231351303}JUNC000254060}25}+}231347796}231351456}255,0,0}2}129,153}0,3507}129}153}3378}A375
1_171781795_171781987}12}ENSG00000010165}1}171781795}171781987}JUNC000195950}4}+}171781689}171782120}255,0,0}2}106,133}0,298}106}133}192}A375
1_171781795_171783739}12}ENSG00000010165}1}171781795}171783739}JUNC000195960}8}+}171781702}171783894}255,0,0}2}93,155}0,2037}93}155}1944}A375
1_171782120_171783739}12}ENSG00000010165}1}171782120}171783739}JUNC000195970}102}+}171781964}171783896}255,0,0}2}156,157}0,1775}156}157}1619}A375
1_171787930_171790451}13}ENSG00000010165}1}171787930}171790451}JUNC000196040}77}+}171787781}171790607}255,0,0}2}149,156}0,2670}149}156}2521}A375
1_171787930_171792016}13}ENSG00000010165}1}171787930}171792016}JUNC000196050}2}+}171787830}171792076}255,0,0}2}100,60}0,4186}100}60}4086}A375
1_171790616_171792016}13}ENSG00000010165}1}171790616}171792016}JUNC000196060}64}+}171790460}171792171}255,0,0}2}156,155}0,1556}156}155}1400}A375
1_171790616_171794395}13}ENSG00000010165}1}171790616}171794395}JUNC000196070}2}+}171790482}171794473}255,0,0}2}134,78}0,3913}134}78}3779}A375
1_171792235_171794395}13}ENSG00000010165}1}171792235}171794395}JUNC000196080}38}+}171792080}171794527}255,0,0}2}155,132}0,2315}155}132}2160}A375
1_171794527_171796481}14}ENSG00000010165}1}171794527}171796481}JUNC000196090}84}+}171794395}171796628}255,0,0}2}132,147}0,2086}132}147}1954}A375
1_171794527_171813874}14}ENSG00000010165}1}171794527}171813874}JUNC000196100}4}+}171794395}171814009}255,0,0}2}132,135}0,19479}132}135}19347}A375
1_23794325_23794426}15}ENSG00000011009}1}23794325}23794426}JUNC000041610}83}+}23794223}23794583}255,0,0}2}102,157}0,203}102}157}101}A375
1_23794325_23794551}15}ENSG00000011009}1}23794325}23794551}JUNC000041620}3}+}23794223}23794600}255,0,0}2}102,49}0,328}102}49}226}A375
1_11828219_11828457}16}ENSG00000011021}1}11828219}11828457}JUNC000022340}7}+}11828105}11828604}255,0,0}2}114,147}0,352}114}147}238}A375
1_11828219_11829195}16}ENSG00000011021}1}11828219}11829195}JUNC000022330}6}+}11828105}11829322}255,0,0}2}114,127}0,1090}114}127}976}A375
1_11828624_11829195}16}ENSG00000011021}1}11828624}11829195}JUNC000022360}7}+}11828486}11829317}255,0,0}2}138,122}0,709}138}122}571}A375
1_11829322_11833514}17}ENSG00000011021}1}11829322}11833514}JUNC000022350}11}+}11829195}11833638}255,0,0}2}127,124}0,4319}127}124}4192}A375
1_11830270_11833514}17}ENSG00000011021}1}11830270}11833514}JUNC000022380}2}+}11830230}11833634}255,0,0}2}40,120}0,3284}40}120}3244}A375
1_35558223_35559106}18}ENSG00000020129}1}35558223}35559106}JUNC000064860}26}+}35558068}35559247}255,0,0}2}155,141}0,1038}155}141}883}A375
1_35558685_35559106}18}ENSG00000020129}1}35558685}35559106}JUNC000064890}3}+}35558562}35559227}255,0,0}2}123,121}0,544}123}121}421}A375
